,id,iscrowd,image_id,category_id,XMin,XMax,YMin,YMax,area,width,height,ImageID
19,19,0,6,1,1531.4185505821579,1879.4718167604237,2338.0303531222853,2638.197096101528,57154.73184008761,2947,3061,208_b_ultra_present.jpg
20,20,0,6,1,1343.72050382653,1734.1541772959176,1575.0745309129045,1981.7762741101833,85623.56773248294,2947,3061,208_b_ultra_present.jpg
21,21,0,6,1,1597.5023915816319,1942.3854698129244,1897.1823115251493,2237.1849688380744,59509.2198381199,2947,3061,208_b_ultra_present.jpg
22,22,0,6,1,1381.1370642006796,1670.7087053571422,2107.040411014945,2409.62650795372,51785.40688350131,2947,3061,208_b_ultra_present.jpg
23,23,0,6,1,1135.4892113095232,1465.7310267857135,1823.975997749639,2160.7250411169857,67381.2368446345,2947,3061,208_b_ultra_present.jpg
24,24,0,6,1,1620.2776892006793,2015.5917835884345,852.1214973115592,1250.6892056448924,99984.80501130348,2947,3061,208_b_ultra_present.jpg
25,25,0,6,1,1867.552349064625,2264.493250425169,1156.3344260462281,1545.1412925428265,100311.64787575288,2947,3061,208_b_ultra_present.jpg
26,26,0,6,1,1621.9044961734685,1792.7192283163258,1245.8087599034207,1371.0728968081823,10638.933725395444,2947,3061,208_b_ultra_present.jpg
27,27,0,6,1,1763.4367028061217,2176.6456738945567,2130.791753100699,2516.345005651719,80480.09318141166,2947,3061,208_b_ultra_present.jpg
28,28,0,6,1,969.5549000850335,1250.9925063775504,1963.2306349034202,2269.070345787774,42310.93356586058,2947,3061,208_b_ultra_present.jpg
29,29,0,6,1,1800.8532631802714,2002.5773278061215,1454.040102066636,1650.883745774119,26050.831872122013,2947,3061,208_b_ultra_present.jpg
30,30,0,6,1,1708.1252657312918,1880.5668048469379,1348.2976488353436,1457.2937160122144,13788.269828186643,2947,3061,208_b_ultra_present.jpg
31,31,0,6,1,2131.7369791666656,2477.9215029761895,1472.6507579485567,1793.7824543771278,68856.71404129687,2947,3061,208_b_ultra_present.jpg
32,32,0,6,1,2311.6618303571413,2514.3619791666656,1673.0733769961755,1971.4297758056991,37012.85043065075,2947,3061,208_b_ultra_present.jpg
33,33,0,6,1,2557.635044642856,2635.071056547618,1771.0071567580803,1987.3724841390326,13198.682351732976,2947,3061,208_b_ultra_present.jpg
34,34,0,6,1,1979.1424851190466,2154.512276785713,1675.3509067580803,1780.1172758056994,13069.003806323915,2947,3061,208_b_ultra_present.jpg
35,35,0,6,1,2159.0673363095225,2418.7057291666656,1891.7162341390326,2180.962513900937,43805.412639176706,2947,3061,208_b_ultra_present.jpg
36,36,0,6,1,2052.0234374999986,2227.393229166665,1786.9498650914136,1921.3241210437945,12921.170264557626,2947,3061,208_b_ultra_present.jpg
37,37,0,7,1,118.06132075471699,218.63207547169813,100.6580188679245,566.3443396226414,44296.245566705235,1854,1019,209_b_ultra_present.jpg
38,38,0,7,1,214.25943396226415,1665.9764150943397,111.58962264150941,690.9646226415093,806567.3771916162,1854,1019,209_b_ultra_present.jpg
39,39,0,8,1,34.056603773584904,2724.528301886792,164.42452830188685,1410.8962264150944,3197260.3400676395,2888,1623,210_b_ultra_present.jpg
40,40,0,9,1,75.8997641509434,4840.069575471698,120.03183962264148,733.068396226415,2624356.4777681674,4951,929,211_b_ultra_present.jpg
41,41,0,10,1,119.04834905660378,3619.9516509433965,87.03773584905657,660.2334905660377,1624278.4484984097,3739,809,212_b_ultra_present.jpg
42,42,0,11,1,351.90624999999994,1235.09375,150.4330357142857,519.2366071428571,299419.04167330987,1587,3261,213_b_ultra_present.jpg
43,43,0,11,1,478.07589285714283,1123.482142857143,572.6160714285714,1101.5580357142856,331809.98872967146,1587,3261,213_b_ultra_present.jpg
44,44,0,11,1,482.9285714285714,1113.7767857142856,1416.982142857143,1834.3125,262259.52553013386,1587,3261,213_b_ultra_present.jpg
45,45,0,11,1,366.46428571428567,1113.7767857142856,2193.410714285714,2707.7946428571427,374703.5620216837,1587,3261,213_b_ultra_present.jpg
46,46,0,11,1,371.3169642857142,1065.25,2780.584821428571,3120.272321428571,175683.50455397007,1587,3261,213_b_ultra_present.jpg
47,47,0,12,1,158.24851190476176,1207.611607142857,186.79761904761907,1142.7619047619048,108151.27575822012,1929,1846,214_b_ultra_present.jpg
48,48,0,12,1,465.91517857142844,1787.2336309523807,543.9107142857143,1749.8541666666665,77842.20521099097,1929,1846,214_b_ultra_present.jpg
49,49,0,12,1,133.52529761904748,1726.7991071428569,197.7857142857143,1686.6726190476193,883249.2532817813,1929,1846,214_b_ultra_present.jpg
50,50,0,13,1,260.38988095238085,404.68303571428567,181.20535714285717,1906.011904761905,234548.89508374975,1957,2255,215_b_ultra_present.jpg
51,51,0,13,1,421.46130952380946,676.4910714285714,177.8497023809524,1906.011904761905,422153.10385221837,1957,2255,215_b_ultra_present.jpg
52,52,0,13,1,689.9136904761905,958.3660714285714,177.8497023809524,1916.0788690476193,435440.39813190914,1957,2255,215_b_ultra_present.jpg
53,53,0,13,1,985.2113095238095,1246.952380952381,181.20535714285717,1919.434523809524,432951.84555918706,1957,2255,215_b_ultra_present.jpg
54,54,0,13,1,1253.6636904761906,1528.827380952381,181.20535714285717,1916.0788690476193,423695.781238928,1957,2255,215_b_ultra_present.jpg
55,55,0,13,1,1525.4717261904764,1686.5431547619048,191.27232142857144,1916.0788690476193,233867.63974144362,1957,2255,215_b_ultra_present.jpg
56,56,0,14,1,284.1190476190476,584.5,86.95238095238095,426.85714285714283,97078.66326530611,1169,2656,216_b_ultra_present.jpg
57,57,0,14,1,624.0238095238095,873.0238095238095,98.8095238095238,434.76190476190476,80535.69047619047,1169,2656,216_b_ultra_present.jpg
58,58,0,14,1,94.40476190476191,869.0714285714286,458.4761904761904,814.1904761904761,264429.81292517,1169,2656,216_b_ultra_present.jpg
59,59,0,14,1,110.21428571428572,853.2619047619048,822.0952380952381,1205.4761904761904,263461.29138322,1169,2656,216_b_ultra_present.jpg
60,60,0,14,1,284.1190476190476,924.4047619047618,2233.095238095238,2561.142857142857,183198.9739229024,1169,2656,216_b_ultra_present.jpg
61,61,0,14,1,106.26190476190477,849.3095238095237,1881.3333333333333,2225.190476190476,251346.96145124704,1169,2656,216_b_ultra_present.jpg
62,62,0,14,1,102.30952380952382,857.2142857142857,1237.095238095238,1861.5714285714284,442825.23242630373,1169,2656,216_b_ultra_present.jpg
63,63,0,15,1,95.36086309523807,977.6837797619048,76.33779761904762,376.3630952380952,258726.27303779585,1105,1193,217_b_ultra_present.jpg
64,64,0,15,1,761.0974702380952,958.1555059523811,965.7619047619048,1047.4255952380952,11415.390886302444,1105,1193,217_b_ultra_present.jpg
65,65,0,15,1,91.81026785714283,975.9084821428573,374.58779761904765,703.0178571428571,274669.05459449405,1105,1193,217_b_ultra_present.jpg
66,66,0,15,1,91.81026785714283,961.7061011904764,724.3214285714286,1040.3244047619048,226049.63783371425,1105,1193,217_b_ultra_present.jpg
67,67,0,16,1,30.440476190476172,765.4434523809524,72.89285714285714,1943.8095238095239,1037758.0844737634,887,2041,218_b_ultra_present.jpg
68,68,0,17,1,98.35714285714288,900.6904761904761,102.76190476190476,2545.333333333333,1783735.4965986388,1169,2656,220_b_ultra_present.jpg
69,69,0,18,1,104.17754569190602,207.1975630983464,74.1858137510879,253.60269799825937,16284.801026510362,1330,491,221_b_ultra_present.jpg
70,70,0,18,1,228.0330722367276,445.6483899042646,151.7402088772846,210.77415143603136,12216.950449211907,1330,491,221_b_ultra_present.jpg
71,71,0,18,1,463.01131418624897,695.674499564839,150.58268059181898,208.4590948651001,12742.18016801987,1330,491,221_b_ultra_present.jpg
72,72,0,18,1,708.4073107049609,920.2349869451698,149.42515230635337,192.25369886858138,8876.65022220101,1330,491,221_b_ultra_present.jpg
73,73,0,18,1,938.7554395126198,1225.8224543080942,149.42515230635337,213.0892080069626,12024.678855719696,1330,491,221_b_ultra_present.jpg
74,74,0,18,1,935.2828546562229,1223.5073977371628,245.50000000000003,319.58181026979986,11778.142457095535,1330,491,221_b_ultra_present.jpg
75,75,0,18,1,935.2828546562229,1221.1923411662317,331.1570931244561,370.5130548302872,9866.81543189257,1330,491,221_b_ultra_present.jpg
76,76,0,18,1,718.8250652741515,916.7624020887729,328.84203655352485,368.197998259356,6915.7479429268715,1330,491,221_b_ultra_present.jpg
77,77,0,18,1,233.82071366405572,697.9895561357703,226.97954743255005,292.9586597040905,29335.821628676233,1330,491,221_b_ultra_present.jpg
78,78,0,18,1,232.6631853785901,446.8059181897302,323.0543951261967,367.04046997389037,9218.987449638353,1330,491,221_b_ultra_present.jpg
79,79,0,18,1,464.1688424717146,695.674499564839,321.8968668407311,365.88294168842475,9864.135688429267,1330,491,221_b_ultra_present.jpg
80,80,0,18,1,722.2976501305484,915.6048738033073,238.55483028720627,287.1710182767624,8472.008959241817,1330,491,221_b_ultra_present.jpg
81,81,0,18,1,98.38990426457791,208.35509138381204,262.86292428198436,382.08833768494344,12202.88179602955,1330,491,221_b_ultra_present.jpg
82,82,0,19,1,860.1354166666666,1314.4895833333333,164.85416666666663,981.083333333333,355595.3797743052,1668,2702,222_b_ultra_present.jpg
83,83,0,20,1,470.5566037735849,1423.0542452830189,635.7830188679246,992.495283018868,320996.41737773665,3218,1393,223_b_ultra_present.jpg
84,84,0,21,1,70.45283018867924,3606.3042452830186,105.05660377358491,505.7570754716981,1269276.2206940856,3734,1126,224_b_ultra_present.jpg
85,85,0,21,1,206.95518867924528,3593.094339622641,527.7735849056604,844.8113207547169,990442.0408869926,3734,1126,224_b_ultra_present.jpg
86,86,0,22,1,368.2059708181416,629.3262538370094,2.2834059127472055,222.52122037815593,44518.436511887616,2684,468,225_b_ultra_present.jpg
87,87,0,22,1,664.9335651577642,924.7350588684559,2.2834059127472055,214.60848452909934,54712.788022393885,2684,468,225_b_ultra_present.jpg
88,88,0,22,1,693.9469299376383,841.6513324533615,244.94063861714963,288.46068578696094,5252.399822865982,2684,468,225_b_ultra_present.jpg
89,89,0,22,1,931.3290054093363,1061.8891469187704,250.21579584985403,312.19889333413073,7804.6835116261955,2684,468,225_b_ultra_present.jpg
90,90,0,22,1,943.1981293060492,1201.6808337085647,3.865959119496887,220.14740566037733,55309.33541949422,2684,468,225_b_ultra_present.jpg
91,91,0,22,1,1151.5668399978729,1293.9960852808917,253.11713836477983,315.1002358490565,8358.62038036222,2684,468,225_b_ultra_present.jpg
92,92,0,22,1,1222.7814626393824,1482.582956350074,2.547169811320787,218.8286163522012,55591.08666827044,2684,468,225_b_ultra_present.jpg
93,93,0,22,1,1502.3647959727157,1758.209921758879,0.0,224.1037735849056,56263.06658471277,2684,468,225_b_ultra_present.jpg
94,94,0,22,1,1381.0361796205143,1410.0495444003886,251.7983490566037,315.1002358490565,1586.1551782959577,2684,468,225_b_ultra_present.jpg
95,95,0,22,1,1424.5562267903258,1548.522421758879,253.11713836477983,319.0566037735848,6864.64307975235,2684,468,225_b_ultra_present.jpg
96,96,0,22,1,1643.4752519475583,1787.2232865387532,257.0735062893081,319.0566037735848,8774.290432569167,2684,468,225_b_ultra_present.jpg
97,97,0,22,1,1876.900959494728,2004.8235223878098,257.0735062893081,321.69418238993705,7889.904568354822,2684,468,225_b_ultra_present.jpg
98,98,0,22,1,1778.7830027694217,2038.5844964801133,2.2834109435291734,223.840014717114,56808.5303358222,2684,468,225_b_ultra_present.jpg
99,99,0,22,1,2058.3663361027548,2318.1678298134466,0.9646216353530731,227.7963826416423,57322.46548405301,2684,468,225_b_ultra_present.jpg
100,100,0,22,1,2352.456351826025,2454.003128555585,0.9646216353530731,113.06171283032158,10676.111361808951,2684,468,225_b_ultra_present.jpg
101,101,0,22,1,2351.137562517849,2451.3655499392326,128.8871845284348,326.7055807548498,18927.770619950563,2684,468,225_b_ultra_present.jpg
102,102,0,23,1,124.63148584905656,203.05129716981125,211.64150943396223,529.5218160377357,23537.77126639538,2375,981,226_b_ultra_present.jpg
103,103,0,23,1,215.6544811320754,282.87146226415086,211.64150943396223,329.27122641509425,5913.367429293946,2375,981,226_b_ultra_present.jpg
104,104,0,23,1,127.43219339622637,200.25058962264146,550.5271226415093,853.0035377358488,20017.79297570308,2375,981,226_b_ultra_present.jpg
105,105,0,23,1,210.0530660377358,285.67216981132066,551.9274764150941,663.9557783018867,5955.528729154617,2375,981,226_b_ultra_present.jpg
106,106,0,23,1,233.85908018867917,282.87146226415086,379.68396226415086,529.5218160377357,6932.102093368969,2375,981,226_b_ultra_present.jpg
107,107,0,23,1,302.47641509433953,352.8891509433961,213.04186320754712,526.7211084905659,9062.71847935068,2375,981,226_b_ultra_present.jpg
108,108,0,23,1,359.89091981132066,418.70577830188665,214.44221698113202,528.1214622641508,9007.810739997281,2375,981,226_b_ultra_present.jpg
109,109,0,23,1,355.68985849056594,417.3054245283017,553.3278301886791,851.6031839622639,8644.046966780894,2375,981,226_b_ultra_present.jpg
110,110,0,23,1,302.47641509433953,350.0884433962263,553.3278301886791,855.8042452830186,8002.803010760608,2375,981,226_b_ultra_present.jpg
111,111,0,23,1,225.45695754716974,284.27181603773573,724.1709905660375,850.202830188679,5857.47919459493,2375,981,226_b_ultra_present.jpg
112,112,0,24,1,122.3863636363636,177.80100108225102,117.20441017316013,159.868777056277,2283.0659666129486,901,725,227_b_ultra_present.jpg
113,113,0,24,1,210.65746753246745,266.5624999999999,116.71401515151511,159.868777056277,2270.1998972798424,901,725,227_b_ultra_present.jpg
114,114,0,24,1,210.16707251082244,268.52408008657994,165.26312229437224,206.94669913419906,2363.027986299976,901,725,227_b_ultra_present.jpg
115,115,0,24,1,121.89596861471857,178.29139610389603,164.77272727272722,207.43709415584408,2289.7996103760656,901,725,227_b_ultra_present.jpg
116,116,0,24,1,121.40557359307356,178.29139610389603,210.86985930735923,254.51501623376615,2328.397818375368,901,725,227_b_ultra_present.jpg
117,117,0,24,1,210.65746753246745,268.03368506493496,211.85064935064926,255.49580627705618,2406.075208928482,901,725,227_b_ultra_present.jpg
118,118,0,24,1,353.8528138528137,395.0459956709955,159.868777056277,218.71617965367957,2336.093411247505,901,725,227_b_ultra_present.jpg
119,119,0,24,1,122.3863636363636,178.29139610389603,260.3997564935064,302.0833333333332,2238.8163075981693,901,725,227_b_ultra_present.jpg
120,120,0,24,1,210.65746753246745,267.5432900432899,259.90936147186136,303.55451839826827,2341.0234004312147,901,725,227_b_ultra_present.jpg
121,121,0,24,1,353.8528138528137,396.02678571428555,226.56249999999991,284.42911255411246,2293.6474068121347,901,725,227_b_ultra_present.jpg
122,122,0,24,1,121.40557359307356,178.78179112554108,306.4968885281384,347.6900703463202,2309.1588361950307,901,725,227_b_ultra_present.jpg
123,123,0,24,1,122.3863636363636,180.74337121212116,354.0652056277055,396.23917748917734,2376.856004742096,901,725,227_b_ultra_present.jpg
124,124,0,24,1,119.93438852813848,177.80100108225102,401.6335227272726,444.29788961038946,2287.8757121580315,901,725,227_b_ultra_present.jpg
125,125,0,24,1,121.89596861471857,178.78179112554108,450.1826298701297,492.35660173160153,2286.0720575786245,901,725,227_b_ultra_present.jpg
126,126,0,24,1,122.87675865800861,177.310606060606,497.2605519480518,538.4537337662335,2148.9943095437197,901,725,227_b_ultra_present.jpg
127,127,0,24,1,123.36715367965364,177.310606060606,546.3000541125539,586.5124458874457,2136.4889711265023,901,725,227_b_ultra_present.jpg
128,128,0,24,1,210.16707251082244,265.58170995670986,546.3000541125539,587.0028409090907,2169.9167026648383,901,725,227_b_ultra_present.jpg
129,129,0,24,1,210.16707251082244,267.5432900432899,496.77015692640674,537.9633387445886,2305.4312833975896,901,725,227_b_ultra_present.jpg
130,130,0,24,1,209.67667748917742,267.5432900432899,449.20183982683966,491.3758116883115,2371.2045537266185,901,725,227_b_ultra_present.jpg
131,131,0,24,1,212.12865259740252,267.5432900432899,401.6335227272726,442.8267045454544,2199.4966377671026,901,725,227_b_ultra_present.jpg
132,132,0,24,1,209.67667748917742,267.5432900432899,355.53639069264057,396.7295725108224,2315.1710181263843,901,725,227_b_ultra_present.jpg
133,133,0,24,1,211.6382575757575,267.5432900432899,307.9680735930735,349.1612554112553,2204.787357866698,901,725,227_b_ultra_present.jpg
134,134,0,24,1,304.81331168831156,345.5160984848483,294.23701298701286,352.5940205627704,2322.5058800826405,901,725,227_b_ultra_present.jpg
135,135,0,24,1,353.36241883116867,395.0459956709955,294.7274080086579,352.10362554112544,2281.382555672171,901,725,227_b_ultra_present.jpg
136,136,0,24,1,305.3037067099566,347.9680735930734,395.2583874458873,451.1634199134198,2211.0400270753103,901,725,227_b_ultra_present.jpg
137,137,0,24,1,353.8528138528137,394.06520562770544,395.2583874458873,451.65381493506476,2163.1830589017204,901,725,227_b_ultra_present.jpg
138,138,0,24,1,400.93073593073575,441.6335227272725,395.2583874458873,451.1634199134198,2154.164786004686,901,725,227_b_ultra_present.jpg
139,139,0,24,1,401.4211309523808,442.12391774891756,293.25622294372283,352.10362554112544,2283.1862102515747,901,725,227_b_ultra_present.jpg
140,140,0,24,1,400.93073593073575,443.1047077922076,225.5817099567099,286.3906926406925,2429.7632057380233,901,725,227_b_ultra_present.jpg
141,141,0,24,1,353.36241883116867,395.5363906926405,459.0097402597401,515.4051677489175,2207.0719870006105,901,725,227_b_ultra_present.jpg
142,142,0,24,1,353.8528138528137,396.02678571428555,524.7226731601729,581.1181006493505,2316.4936981512883,901,725,227_b_ultra_present.jpg
143,143,0,24,1,403.38271103896085,443.59510281385263,525.703463203463,580.6277056277054,2129.514840086131,901,725,227_b_ultra_present.jpg
144,144,0,24,1,402.89231601731586,443.1047077922076,459.99053030303014,514.9147727272725,2151.7599132321448,901,725,227_b_ultra_present.jpg
145,145,0,24,1,402.89231601731586,443.59510281385263,157.9071969696969,216.7545995670995,2312.766145353844,901,725,227_b_ultra_present.jpg
146,146,0,24,1,447.4011091580464,491.9044573723321,157.96440965791652,217.75173604680538,2467.0462489398374,901,725,227_b_ultra_present.jpg
147,147,0,24,1,498.64738891995114,539.1049782056654,158.86346719759908,216.40314973728158,2287.703696952772,901,725,227_b_ultra_present.jpg
148,148,0,24,1,452.34592562630036,490.5558710628083,225.39372513410697,284.73152275315454,2218.8967798242147,901,725,227_b_ultra_present.jpg
149,149,0,24,1,498.1978601501099,538.6554494358242,225.84325390394824,285.6305802928371,2320.1369133966373,901,725,227_b_ultra_present.jpg
150,150,0,24,1,544.9488522136019,586.3054990389987,226.2927826737895,283.832465213472,2279.8227284710906,901,725,227_b_ultra_present.jpg
151,151,0,24,1,593.497959356459,633.0564911024908,225.84325390394824,284.73152275315454,2280.732070988204,901,725,227_b_ultra_present.jpg
152,152,0,24,1,640.6984801897923,680.257011935824,226.74231144363077,285.6305802928371,2263.5556012204306,901,725,227_b_ultra_present.jpg
153,153,0,24,1,638.9003651104273,679.3579543961415,293.2725693801387,353.0598965192596,2205.2566700592756,901,725,227_b_ultra_present.jpg
154,154,0,24,1,591.2503155072527,635.7536637215384,294.1716276700533,351.7113102097358,2378.4358725496168,901,725,227_b_ultra_present.jpg
155,155,0,24,1,542.7012083643956,585.8559702691574,294.62115643989455,352.1608389795771,2340.3445248881335,901,725,227_b_ultra_present.jpg
156,156,0,24,1,496.3997450707448,538.6554494358242,295.0706852097358,352.61036774941834,2295.9888176642944,901,725,227_b_ultra_present.jpg
157,157,0,24,1,447.85063792788765,488.7577559834432,295.0706852097358,353.0598965192596,2301.8490249968277,901,725,227_b_ultra_present.jpg
158,158,0,24,1,448.30016669772897,490.10634229296704,393.9670111451828,450.60763614518277,2317.9140761325666,901,725,227_b_ultra_present.jpg
159,159,0,24,1,497.29880261042734,537.3068631263003,394.86606868486535,449.70857860550024,2081.586059739464,901,725,227_b_ultra_present.jpg
160,160,0,24,1,544.0497946739193,586.7550278088399,395.3155974547066,451.5066936848653,2268.6075040933083,901,725,227_b_ultra_present.jpg
161,161,0,24,1,593.0484305866178,633.0564911024908,393.9670111451828,450.60763614518277,2152.110623844812,901,725,227_b_ultra_present.jpg
162,162,0,24,1,640.6984801897923,679.3579543961415,394.4165399150241,451.5066936848653,2189.696781218997,901,725,227_b_ultra_present.jpg
163,163,0,24,1,449.1992242374115,490.10634229296704,459.14869649069624,516.2388502605374,2243.5500658438386,901,725,227_b_ultra_present.jpg
164,164,0,24,1,497.29880261042734,539.1049782056654,460.04775403037877,515.7893214906962,2274.568749483291,901,725,227_b_ultra_present.jpg
165,165,0,24,1,544.4993234437607,585.8559702691574,460.4972828002201,515.3397927208549,2221.826883490481,901,725,227_b_ultra_present.jpg
166,166,0,24,1,590.8007867374114,632.6069623326495,459.14869649069624,515.3397927208549,2223.5445304672608,901,725,227_b_ultra_present.jpg
167,167,0,24,1,640.6984801897923,681.1560694755066,460.94681157006136,515.3397927208549,2136.9549152261734,901,725,227_b_ultra_present.jpg
168,168,0,24,1,640.6984801897923,681.1560694755066,525.2294256573629,581.4205218875215,2187.2718678400033,901,725,227_b_ultra_present.jpg
169,169,0,24,1,593.0484305866178,634.4050774120145,526.1284831970454,581.4205218875215,2188.3832864720466,901,725,227_b_ultra_present.jpg
170,170,0,24,1,544.4993234437607,587.6540853485225,525.2294256573629,581.4205218875215,2261.635878128735,901,725,227_b_ultra_present.jpg
171,171,0,24,1,498.64738891995114,538.2059206659828,525.6789544272042,581.8700506573629,2192.5258468278057,901,725,227_b_ultra_present.jpg
172,172,0,24,1,450.09828177709403,491.9044573723321,525.2294256573629,583.2186369668867,2353.3784343001507,901,725,227_b_ultra_present.jpg
173,173,0,25,1,320.7053571428571,632.1696428571428,206.20089285714283,269.6473214285714,18628.099310427286,751,969,228_b_ultra_present.jpg
174,174,0,25,1,431.7366071428571,632.1696428571428,351.83928571428567,395.0982142857143,8061.294901945159,751,969,228_b_ultra_present.jpg
175,175,0,25,1,284.3603562627519,542.1835705484662,717.7521569388251,788.1200140816823,16976.417541454066,751,969,228_b_ultra_present.jpg
176,176,0,25,1,288.39785626275193,374.3389276913233,592.5896569388252,656.6128712245394,5319.415004783157,751,969,228_b_ultra_present.jpg
177,177,0,25,1,381.2603562627518,536.4157134056089,596.0503712245395,657.7664426531109,9424.042562181121,751,969,228_b_ultra_present.jpg
178,178,0,25,1,160.92821340560909,282.62999911989476,594.3200140816823,661.8039426531109,7260.280393813775,751,969,228_b_ultra_present.jpg
179,179,0,25,1,161.5049991198948,410.09964197703755,926.0871639796663,968.1925211225234,9724.786873405588,751,969,228_b_ultra_present.jpg
180,180,0,26,1,375.58928571428567,1029.455357142857,219.0133928571429,1840.9821428571431,1054863.0217932877,1386,2133,229_b_ultra_present.jpg
181,181,0,27,1,826.2053571428571,2075.438988095238,104.3377976190476,1294.3526785714284,706532.960036228,2160,1895,230_b_ultra_present.jpg
182,182,0,28,1,119.6160714285715,465.68750000000006,448.45089285714283,738.2857142857142,73098.49976084182,1214,969,231_b_ultra_present.jpg
183,183,0,28,1,462.80357142857144,604.1160714285714,493.15178571428567,746.9374999999999,23971.800083705355,1214,969,231_b_ultra_present.jpg
184,184,0,28,1,565.1830357142858,869.4375000000001,509.01339285714283,827.6874999999999,52338.11829360644,1214,969,231_b_ultra_present.jpg
185,185,0,28,1,131.15178571428578,485.87500000000006,173.03571428571428,464.31249999999994,79904.9606485172,1214,969,231_b_ultra_present.jpg
186,186,0,28,1,477.22321428571433,902.6026785714287,200.4330357142857,524.875,106129.64002710463,1214,969,231_b_ultra_present.jpg
187,187,0,29,1,205.51190476190476,763.0714285714287,502.32142857142856,1030.5357142857142,231155.81065759627,884,1160,232_b_ultra_present.jpg
188,188,0,30,1,156.57589285714286,609.7678571428572,624.2410714285714,939.8883928571429,113354.14017657847,754,1185,233_b_ultra_present.jpg
189,189,0,31,1,273.85631254349613,500.7815998998178,1008.218390804597,1165.086206896551,19371.25404610912,2318,2968,235_b_ultra_present.jpg
190,190,0,31,1,514.488496451542,735.3218297848751,1090.4597701149416,1251.896551724137,19453.596082705728,2318,2968,235_b_ultra_present.jpg
191,191,0,31,1,908.9425194400474,1253.1379217388978,976.2356321839073,1335.6609195402289,57591.87599088391,2318,2968,235_b_ultra_present.jpg
192,192,0,31,1,777.9655079457947,936.3563125434956,1431.6091954022977,1702.701149425286,18421.421257761867,2318,2968,235_b_ultra_present.jpg
193,193,0,31,1,1017.0747033480933,1172.4195309343002,1522.9885057471254,1792.5574712643665,17723.253567181906,2318,2968,235_b_ultra_present.jpg
194,194,0,31,1,686.5861976009671,881.5287263365991,1757.5287356321826,2068.2183908045963,27926.707623199844,2318,2968,235_b_ultra_present.jpg
195,195,0,31,1,848.0229792101624,1035.3505654170588,1818.4482758620677,2135.22988505747,29259.25691967229,2318,2968,235_b_ultra_present.jpg
196,196,0,31,1,579.9770021986683,899.8045884055647,2048.4195402298838,2345.402298850573,57539.687376139394,2318,2968,235_b_ultra_present.jpg
197,197,0,31,1,552.56320909522,819.086197600967,2273.2126064958225,2506.2298478751327,24609.83121944774,2318,2968,235_b_ultra_present.jpg
